,client_id,pay_dt,pay_sum,recurrentis,pay_method,pay_purpose_cat,pay_hour
9877,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2018-04-15,1000.0,1,cards,general,10
12792,C2215EDB-3979-46E4-9A00-F77C8571C3A9,2018-04-15,50.0,1,cards,general,19
13438,48886847-9427-47BE-BBCD-A8DB607D8067,2018-04-16,500.0,1,cards,general,14
1024,9E65F2D5-A05C-4373-A194-5A3FC525E6AE,2018-04-16,300.0,1,cards,general,19
10102,9F6AE1DA-276F-4365-BB4B-94C83F0B6633,2018-04-17,3000.0,1,cards,general,9
4349,D9AFA244-944E-45AE-B15E-162550197781,2018-04-17,300.0,1,cards,general,14
2454,A6B2201D-133B-40F9-8792-F35BEB81E75E,2018-04-17,500.0,1,cards,general,11
4266,5C31E830-6778-4C81-89C6-C2C807C79167,2018-04-17,5000.0,1,cards,general,18
8447,56D93850-0779-4E35-9ED3-CCCA32E69758,2018-04-18,500.0,1,cards,general,17
3991,210042FF-A4F8-4C64-A6AC-C4D15FAF461F,2018-04-18,7000.0,1,cards,general,0
6713,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2018-04-18,1000.0,1,cards,general,1
5079,EE65B0B1-50C4-422E-87BD-BF7891B18C0B,2018-04-18,100.0,1,cards,general,11
182,4ECB767F-8830-497B-B395-851D4EACD1F8,2018-04-18,1000.0,0,cards,general,9
1641,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2018-04-19,300.0,1,cards,general,12
6072,0BB2E63C-07CD-4008-9ADD-2F13AFCEE950,2018-04-20,100.0,1,cards,general,14
3383,6505400F-647C-4D81-8F6A-279FBE8E1D88,2018-04-20,300.0,1,cards,general,12
6515,C66992C6-61F2-4724-A689-8C93F17EA118,2018-04-20,10.0,0,cards,general,8
7589,C84C73FE-8CF5-4D5A-A72E-5EB4ED30D8E2,2018-04-21,500.0,0,cards,general,22
11217,EC5ACF52-8AE4-4BA4-8C0F-99D839CD5F7D,2018-04-21,100.0,1,cards,general,16
4491,730E7170-589D-4E8C-B39B-3C475F629545,2018-04-23,500.0,1,cards,general,12
7269,5A324717-1569-42C8-B0D5-7DB665713A2B,2018-04-23,200.0,1,cards,general,16
7417,193FBEF8-9C3E-4581-BBDF-A5D3EF653AE1,2018-04-24,500.0,1,cards,general,16
8566,8ECBD75F-610C-48C3-85FA-D897DBDCD3FC,2018-04-24,500.0,1,cards,general,12
9165,B9F22291-2265-44E2-A836-D1BE544C3369,2018-04-24,1000.0,1,cards,general,18
13080,BEE6B445-F87B-48A3-BC02-875CE237375C,2018-04-24,1000.0,1,cards,general,10
8555,6FDEE73B-0270-4AFA-BA21-579E5B970D6A,2018-04-26,100.0,1,cards,general,18
13678,E85E70D9-6809-4E1C-AE25-0EC489934DDC,2018-04-26,100.0,1,cards,general,12
8745,415E96F9-8E0B-4EB9-AFAA-A7E817887DCE,2018-04-26,300.0,1,cards,general,10
8796,23FA8ED3-7F67-4042-8B5F-376157A8254B,2018-04-26,100.0,0,sms,general,16
3555,0887D875-22BA-4D77-896F-451159B6CE0A,2018-04-27,1000.0,1,cards,general,5
1692,07FEEBAF-7F63-447C-8D9B-B78C7404D652,2018-04-27,50000.0,0,cards,general,17
7980,F7716D6A-C747-4894-B4D6-18A883B38C5B,2018-04-27,500.0,1,cards,general,11
5742,C0F797D5-45C7-4F78-B369-4F6B086579CD,2018-04-27,650.0,0,cards,general,22
11482,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-04-28,200.0,1,cards,general,16
973,25481B9A-6069-491F-82A1-BA4F91608A4E,2018-04-29,5000.0,1,cards,general,23
12238,CC63E3AD-119E-4BF3-AD83-2496889527B5,2018-04-29,500.0,1,cards,general,17
4203,235EABC7-EADD-4CE5-B014-FE442BF6D4A0,2018-04-29,500.0,1,cards,general,11
8477,83880E66-F117-4811-8489-8557FD2E9678,2018-04-30,500.0,1,cards,general,9
5112,1FB01C18-2033-428D-B534-EB01626C08B3,2018-05-01,1000.0,1,cards,general,18
9850,B9E49FE9-6994-473C-8A23-C21262563BB2,2018-05-01,1000.0,1,cards,general,17
1423,A4FB2AFE-3A14-4DF1-9255-2266389B6047,2018-05-01,60.0,1,cards,general,1
736,11F0D3DF-6FE1-4483-96B4-774047513319,2018-05-01,100.0,0,cards,general,0
1481,6AE0BB79-6BC7-41B4-92BF-C6FD70E07C85,2018-05-02,500.0,1,cards,general,21
13809,9FD6BF34-FCAB-48A7-9705-407EA7FC18D3,2018-05-02,500.0,1,cards,general,15
13365,D74623AE-3DC5-4352-9B2C-F163F2655E15,2018-05-02,200.0,1,cards,general,17
7502,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-05-02,300.0,1,cards,general,13
4992,0B6DA68C-558B-4153-806E-B1D775585B88,2018-05-03,200.0,1,cards,general,11
3768,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2018-05-03,300.0,1,cards,general,14
10156,C44DD231-2A72-473C-A6F8-07DEFBCF92C3,2018-05-05,50.0,1,cards,general,10
7480,99A56103-5BDB-4C2B-AF08-0EF1A3D4DC37,2018-05-05,200.0,0,cards,general,9
8948,37285A90-E287-484B-B9AD-A528BA3CBF2A,2018-05-06,2000.0,1,cards,general,11
6835,DA2317C8-5497-433F-A416-D82EB1C91158,2018-05-07,150.0,1,cards,general,12
2061,1CD66845-672F-4DAD-8A26-95212894F736,2018-05-08,1000.0,0,sms,general,16
6849,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2018-05-08,100.0,1,cards,general,19
8011,701139D2-59E6-4B84-B1FD-191459A363D8,2018-05-08,600.0,1,cards,general,11
1943,7FB6CA63-0E90-4B46-8FFB-75FEC600D2DC,2018-05-08,500.0,1,cards,general,19
4264,02AF4091-407E-44E0-B547-EAC79C0BA1E4,2018-05-09,10000.0,0,cards,general,23
451,7F5A9039-4B97-4D9A-998F-B037900DF6F8,2018-05-11,1000.0,1,cards,general,9
5765,B2131A60-0A6A-42C8-BCB6-3DC1A2C27287,2018-05-12,1000.0,1,cards,general,15
7884,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2018-05-12,500.0,1,cards,general,9
10783,2C801223-8AFD-4F7A-81D4-5FC7D9F8200B,2018-05-14,300.0,1,cards,general,17
13106,E6EDE651-EA1D-432E-8F8D-1413F849BD6F,2018-05-14,500.0,1,cards,general,7
2407,C2215EDB-3979-46E4-9A00-F77C8571C3A9,2018-05-15,50.0,1,cards,general,19
12774,4ECB767F-8830-497B-B395-851D4EACD1F8,2018-05-15,1000.0,0,cards,general,22
7952,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2018-05-15,1000.0,1,cards,general,10
10803,9E65F2D5-A05C-4373-A194-5A3FC525E6AE,2018-05-16,300.0,1,cards,general,19
5547,48886847-9427-47BE-BBCD-A8DB607D8067,2018-05-16,500.0,1,cards,general,14
8183,A6B2201D-133B-40F9-8792-F35BEB81E75E,2018-05-17,500.0,1,cards,general,11
11959,0FC353FE-939D-4B26-95EA-2E496DA6C09E,2018-05-17,300.0,0,cards,general,10
6789,5C31E830-6778-4C81-89C6-C2C807C79167,2018-05-17,5000.0,1,cards,general,18
7911,D9AFA244-944E-45AE-B15E-162550197781,2018-05-17,300.0,1,cards,general,14
8606,9F6AE1DA-276F-4365-BB4B-94C83F0B6633,2018-05-17,3000.0,1,cards,general,9
4920,22EE3136-870E-456B-9E2D-BCD00F4D114C,2018-05-17,300.0,1,cards,general,6
711,210042FF-A4F8-4C64-A6AC-C4D15FAF461F,2018-05-18,7000.0,1,cards,general,0
4351,EE65B0B1-50C4-422E-87BD-BF7891B18C0B,2018-05-18,100.0,1,cards,general,11
4078,56D93850-0779-4E35-9ED3-CCCA32E69758,2018-05-18,500.0,1,cards,general,17
12572,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2018-05-18,1000.0,1,cards,general,1
12928,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2018-05-19,300.0,1,cards,general,12
12211,6505400F-647C-4D81-8F6A-279FBE8E1D88,2018-05-20,300.0,1,cards,general,12
355,0BB2E63C-07CD-4008-9ADD-2F13AFCEE950,2018-05-20,100.0,1,cards,general,15
10529,4D053819-4168-4224-B941-C0EF60E6D153,2018-05-20,1000.0,0,cards,general,18
3144,91DDF4CA-A0FF-4E66-8C35-5403BFEA604A,2018-05-22,100.0,0,cards,general,17
11093,193FBEF8-9C3E-4581-BBDF-A5D3EF653AE1,2018-05-23,500.0,1,cards,general,16
3826,730E7170-589D-4E8C-B39B-3C475F629545,2018-05-23,500.0,1,cards,general,12
7834,5A324717-1569-42C8-B0D5-7DB665713A2B,2018-05-23,200.0,1,cards,general,16
2860,8ECBD75F-610C-48C3-85FA-D897DBDCD3FC,2018-05-24,500.0,1,cards,general,12
11014,B9F22291-2265-44E2-A836-D1BE544C3369,2018-05-24,1000.0,1,cards,general,18
7741,BEE6B445-F87B-48A3-BC02-875CE237375C,2018-05-24,1000.0,1,cards,general,10
2017,12E38E63-C01D-43F2-9596-2F1157A6E496,2018-05-24,100.0,1,cards,general,18
11539,F197462F-31BC-4427-B353-8D5D34170C9E,2018-05-25,2000.0,0,cards,general,17
4296,E85E70D9-6809-4E1C-AE25-0EC489934DDC,2018-05-26,100.0,1,cards,general,12
12696,6FDEE73B-0270-4AFA-BA21-579E5B970D6A,2018-05-26,100.0,1,cards,general,18
8642,415E96F9-8E0B-4EB9-AFAA-A7E817887DCE,2018-05-26,300.0,1,cards,general,10
3813,59881477-562A-4C1F-A420-514DED85CEEE,2018-05-27,50.0,0,sms,general,9
1550,0887D875-22BA-4D77-896F-451159B6CE0A,2018-05-27,1000.0,1,cards,general,5
7110,25481B9A-6069-491F-82A1-BA4F91608A4E,2018-05-29,5000.0,1,cards,general,23
5334,235EABC7-EADD-4CE5-B014-FE442BF6D4A0,2018-05-29,500.0,1,cards,general,11
2573,91DDF4CA-A0FF-4E66-8C35-5403BFEA604A,2018-05-30,500.0,0,cards,general,20
13559,83880E66-F117-4811-8489-8557FD2E9678,2018-05-30,500.0,1,cards,general,9
10234,CC63E3AD-119E-4BF3-AD83-2496889527B5,2018-05-31,500.0,1,cards,general,17
2263,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2018-06-01,300.0,1,cards,general,21
9347,B9E49FE9-6994-473C-8A23-C21262563BB2,2018-06-01,1000.0,1,cards,general,17
14021,1FB01C18-2033-428D-B534-EB01626C08B3,2018-06-01,1000.0,1,cards,general,18
9092,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-06-02,300.0,1,cards,general,13
13963,6AE0BB79-6BC7-41B4-92BF-C6FD70E07C85,2018-06-02,500.0,1,cards,general,21
559,D74623AE-3DC5-4352-9B2C-F163F2655E15,2018-06-02,200.0,1,cards,general,17
12598,BA0ED62F-CFAB-4CC4-9D2B-5110BB3449F2,2018-06-02,1000.0,1,cards,general,15
1458,9FD6BF34-FCAB-48A7-9705-407EA7FC18D3,2018-06-02,500.0,1,cards,general,15
9412,0B6DA68C-558B-4153-806E-B1D775585B88,2018-06-03,200.0,1,cards,general,11
976,1CD66845-672F-4DAD-8A26-95212894F736,2018-06-04,1000.0,0,sms,general,9
10959,C44DD231-2A72-473C-A6F8-07DEFBCF92C3,2018-06-05,50.0,1,cards,general,10
11766,C84C73FE-8CF5-4D5A-A72E-5EB4ED30D8E2,2018-06-06,200.0,0,cards,general,21
12263,DA2317C8-5497-433F-A416-D82EB1C91158,2018-06-07,150.0,1,cards,general,12
5812,37285A90-E287-484B-B9AD-A528BA3CBF2A,2018-06-07,2000.0,1,cards,general,12
6268,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2018-06-08,100.0,1,cards,general,19
2222,701139D2-59E6-4B84-B1FD-191459A363D8,2018-06-08,600.0,1,cards,general,11
8809,7FB6CA63-0E90-4B46-8FFB-75FEC600D2DC,2018-06-08,500.0,1,cards,general,19
2051,7359E58F-BB53-4354-85DE-EFF6175EDE5B,2018-06-09,5000.0,0,cards,general,9
1179,7F5A9039-4B97-4D9A-998F-B037900DF6F8,2018-06-11,1000.0,1,cards,general,9
13888,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2018-06-12,500.0,1,cards,general,9
13204,FCB8B90D-15FF-4409-B049-33F39429A6CD,2018-06-12,50000.0,0,cards,general,13
936,B2131A60-0A6A-42C8-BCB6-3DC1A2C27287,2018-06-12,1000.0,1,cards,general,15
3304,2C801223-8AFD-4F7A-81D4-5FC7D9F8200B,2018-06-14,300.0,1,cards,general,17
560,E6EDE651-EA1D-432E-8F8D-1413F849BD6F,2018-06-14,500.0,1,cards,general,7
13329,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2018-06-15,1000.0,1,cards,general,10
10743,9E65F2D5-A05C-4373-A194-5A3FC525E6AE,2018-06-16,300.0,1,cards,general,19
8498,48886847-9427-47BE-BBCD-A8DB607D8067,2018-06-16,500.0,1,cards,general,14
13380,9F6AE1DA-276F-4365-BB4B-94C83F0B6633,2018-06-17,3000.0,1,cards,general,9
11646,C2215EDB-3979-46E4-9A00-F77C8571C3A9,2018-06-17,50.0,1,cards,general,19
1012,A6B2201D-133B-40F9-8792-F35BEB81E75E,2018-06-17,500.0,1,cards,general,11
928,D9AFA244-944E-45AE-B15E-162550197781,2018-06-17,300.0,1,cards,general,14
1844,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2018-06-18,1000.0,1,cards,general,1
1194,EE65B0B1-50C4-422E-87BD-BF7891B18C0B,2018-06-18,100.0,1,cards,general,11
13684,22EE3136-870E-456B-9E2D-BCD00F4D114C,2018-06-18,300.0,1,cards,general,6
5013,5C31E830-6778-4C81-89C6-C2C807C79167,2018-06-18,5000.0,1,cards,general,18
10667,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2018-06-19,300.0,1,cards,general,12
9749,E3FE5CC5-8045-46B3-B766-6C72B1DDB7AF,2018-06-20,2000.0,0,cards,general,13
11854,6505400F-647C-4D81-8F6A-279FBE8E1D88,2018-06-20,300.0,1,cards,general,12
13956,0BB2E63C-07CD-4008-9ADD-2F13AFCEE950,2018-06-20,100.0,1,cards,general,15
11788,730E7170-589D-4E8C-B39B-3C475F629545,2018-06-23,500.0,1,cards,general,12
500,193FBEF8-9C3E-4581-BBDF-A5D3EF653AE1,2018-06-23,500.0,1,cards,general,16
1790,5A324717-1569-42C8-B0D5-7DB665713A2B,2018-06-23,200.0,1,cards,general,16
10504,9349EF94-4F08-46E1-8A7D-4906F1B57182,2018-06-24,100.0,1,cards,general,18
13523,B9F22291-2265-44E2-A836-D1BE544C3369,2018-06-24,1000.0,1,cards,general,18
6104,3904A29E-8128-4E03-86C8-53C7C6E102E8,2018-06-24,800.0,0,cards,general,19
8288,262886B8-212C-470D-A65B-C13D73AD844A,2018-06-24,200.0,1,cards,general,18
10053,8118D156-51F0-4E41-A9FE-37BC637D6C76,2018-06-24,500.0,0,cards,general,18
2173,96AFEB3F-0929-4150-90D7-53883DE0BBD2,2018-06-24,150.0,1,cards,general,18
113,55AD835F-218E-4F3C-97EA-7017B68BB091,2018-06-24,500.0,0,cards,general,18
2979,4287EDC7-03CC-4F23-8E53-9ED24F3589D8,2018-06-24,100.0,1,cards,general,19
10951,8ECBD75F-610C-48C3-85FA-D897DBDCD3FC,2018-06-24,500.0,1,cards,general,12
12824,0394387C-FA34-432F-8050-D062188629B9,2018-06-24,1000.0,1,cards,general,18
1105,EDCFFB8C-126C-40B7-A912-C167E8422D3A,2018-06-24,300.0,0,cards,general,18
8364,CF9EEFAC-86C7-4034-BCE5-B25E7E2141FC,2018-06-24,500.0,0,cards,general,19
5307,A017B846-2D16-4C70-9F8F-2577BA977DF8,2018-06-24,100.0,1,cards,general,18
1378,0866C4BA-C476-4259-97E7-2A43E28F425C,2018-06-24,100.0,0,sms,general,21
5723,E76D5D23-EBF3-4C59-AEE2-839662F76B70,2018-06-24,500.0,1,cards,general,17
9271,8DCEB1C4-26B6-4D6A-BB79-E8D59FBF81FA,2018-06-24,500.0,1,cards,general,18
9955,B2315C70-CD67-487B-93DC-28771F635F8C,2018-06-24,800.0,0,cards,general,19
896,4BBAC9FC-69CB-433D-A62E-8F12364610BD,2018-06-24,300.0,1,cards,general,18
8616,1A0E2BB9-FB72-4756-A492-0DB4D909CA7B,2018-06-24,500.0,1,cards,general,18
13123,451B970D-0174-4F9D-91C4-BE95F1E28D69,2018-06-24,1000.0,1,cards,general,18
11934,28693365-D05B-4678-B8BC-81D25D35BED5,2018-06-24,500.0,0,cards,general,19
9691,0A2128C9-A11B-4578-A5B1-644C283A84C4,2018-06-24,1000.0,0,sms,general,21
12175,6197AC02-2488-4822-A87B-C1B291AF6F63,2018-06-24,100.0,1,cards,general,18
10455,45D43478-1CB5-4D2D-9B64-C117C622E2F9,2018-06-24,500.0,1,cards,general,18
8788,E210E2F7-F435-45A3-85E1-1736CF4F8CC7,2018-06-24,100.0,1,cards,general,18
9223,686FF9C3-D32D-4E84-B33D-B173A9C535B6,2018-06-24,300.0,0,cards,general,19
7287,BEE6B445-F87B-48A3-BC02-875CE237375C,2018-06-24,1000.0,1,cards,general,10
11866,023D091A-A0AC-4C27-9122-39034FF127C6,2018-06-24,1000.0,0,cards,general,19
581,4ECB767F-8830-497B-B395-851D4EACD1F8,2018-06-25,2500.0,0,cards,general,21
6274,91B53D58-3B47-4D03-9873-1C78507C9BFF,2018-06-25,500.0,1,cards,general,0
7090,3BD0501C-8321-4FFA-B38B-F3FA376E7EBA,2018-06-25,700.0,0,cards,general,13
4630,B1541D8D-7842-485D-AB06-0ACFFC4E7FA5,2018-06-25,500.0,0,cards,general,11
6298,6FDEE73B-0270-4AFA-BA21-579E5B970D6A,2018-06-26,100.0,1,cards,general,18
6164,D89467C8-28A6-440E-ABED-998947090FE3,2018-06-26,15000.0,0,cards,general,21
4823,E85E70D9-6809-4E1C-AE25-0EC489934DDC,2018-06-26,100.0,1,cards,general,12
10037,12E38E63-C01D-43F2-9596-2F1157A6E496,2018-06-27,100.0,1,cards,general,10
614,0887D875-22BA-4D77-896F-451159B6CE0A,2018-06-27,1000.0,1,cards,general,5
10843,F7716D6A-C747-4894-B4D6-18A883B38C5B,2018-06-27,500.0,1,cards,general,11
10582,3959FDE9-C64E-446D-A95E-6301AECE4A6F,2018-06-27,1000.0,0,cards,general,20
12676,F09B08AE-0C5E-4A09-AE62-816AD29F18BD,2018-06-27,50.0,0,sms,general,9
13886,674584A9-FF35-463B-A607-DBB2A7B7891F,2018-06-27,3000.0,1,cards,general,12
4126,235EABC7-EADD-4CE5-B014-FE442BF6D4A0,2018-06-29,500.0,1,cards,general,11
8030,25481B9A-6069-491F-82A1-BA4F91608A4E,2018-06-29,5000.0,1,cards,general,23
4223,83880E66-F117-4811-8489-8557FD2E9678,2018-06-30,500.0,1,cards,general,9
6876,549415B3-F409-48C8-A960-AB5B2627C4EF,2018-07-01,200.0,0,cards,general,13
12573,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2018-07-01,300.0,1,cards,general,21
4265,16C0670F-9E35-42A2-A6F9-5A4CC5A13658,2018-07-01,500.0,0,cards,general,16
10660,B9E49FE9-6994-473C-8A23-C21262563BB2,2018-07-01,1000.0,1,cards,general,17
6313,6AE0BB79-6BC7-41B4-92BF-C6FD70E07C85,2018-07-02,500.0,1,cards,general,21
6144,1FB01C18-2033-428D-B534-EB01626C08B3,2018-07-02,1000.0,1,cards,general,18
10031,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-07-02,300.0,1,cards,general,13
4121,D74623AE-3DC5-4352-9B2C-F163F2655E15,2018-07-02,200.0,1,cards,general,17
13372,9FD6BF34-FCAB-48A7-9705-407EA7FC18D3,2018-07-02,500.0,1,cards,general,15
326,BA0ED62F-CFAB-4CC4-9D2B-5110BB3449F2,2018-07-02,1000.0,1,cards,general,15
11375,96F3C085-B663-4BA7-9615-E2B78D0731D9,2018-07-02,300.0,0,cards,general,23
8993,0B6DA68C-558B-4153-806E-B1D775585B88,2018-07-03,200.0,1,cards,general,11
7059,1CD66845-672F-4DAD-8A26-95212894F736,2018-07-04,1000.0,0,sms,general,8
6601,C44DD231-2A72-473C-A6F8-07DEFBCF92C3,2018-07-05,50.0,1,cards,general,10
13069,F1B57AB5-822E-43AD-BDF6-CA81C179CF76,2018-07-05,500.0,1,cards,general,17
3575,701139D2-59E6-4B84-B1FD-191459A363D8,2018-07-08,600.0,1,cards,general,11
7349,7FB6CA63-0E90-4B46-8FFB-75FEC600D2DC,2018-07-08,500.0,1,cards,general,19
8721,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2018-07-08,100.0,1,cards,general,19
10431,7F5A9039-4B97-4D9A-998F-B037900DF6F8,2018-07-11,1000.0,1,cards,general,9
1213,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2018-07-12,500.0,1,cards,general,9
5996,B2131A60-0A6A-42C8-BCB6-3DC1A2C27287,2018-07-12,1000.0,1,cards,general,15
12464,E6EDE651-EA1D-432E-8F8D-1413F849BD6F,2018-07-14,500.0,1,cards,general,7
13606,2C801223-8AFD-4F7A-81D4-5FC7D9F8200B,2018-07-14,300.0,1,cards,general,17
4407,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2018-07-15,1000.0,1,cards,general,10
5357,F6F56272-A3E8-44BF-89CE-90F43B49101E,2018-07-15,500.0,0,cards,general,0
225,C2215EDB-3979-46E4-9A00-F77C8571C3A9,2018-07-15,50.0,1,cards,general,19
9725,9E65F2D5-A05C-4373-A194-5A3FC525E6AE,2018-07-16,300.0,1,cards,general,19
528,48886847-9427-47BE-BBCD-A8DB607D8067,2018-07-16,500.0,1,cards,general,14
2793,22EE3136-870E-456B-9E2D-BCD00F4D114C,2018-07-17,300.0,1,cards,general,6
4406,D02FB9B8-1971-4808-9696-DA071C9597BA,2018-07-17,2000.0,0,cards,general,6
305,A6B2201D-133B-40F9-8792-F35BEB81E75E,2018-07-17,500.0,1,cards,general,11
8440,5C31E830-6778-4C81-89C6-C2C807C79167,2018-07-17,5000.0,1,cards,general,18
8852,9F6AE1DA-276F-4365-BB4B-94C83F0B6633,2018-07-17,3000.0,1,cards,general,9
9535,D9AFA244-944E-45AE-B15E-162550197781,2018-07-17,300.0,1,cards,general,14
8747,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2018-07-18,1000.0,1,cards,general,1
8928,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2018-07-19,300.0,1,cards,general,12
8590,C84C73FE-8CF5-4D5A-A72E-5EB4ED30D8E2,2018-07-19,1000.0,0,cards,general,14
13408,6505400F-647C-4D81-8F6A-279FBE8E1D88,2018-07-20,300.0,1,cards,general,12
9281,0BB2E63C-07CD-4008-9ADD-2F13AFCEE950,2018-07-20,100.0,1,cards,general,15
9740,26A70D87-42D3-4BCF-BA17-213FBFD10B22,2018-07-20,1000.0,0,cards,general,21
4804,15BC04CC-9F0D-44D5-9E43-B5EC07359325,2018-07-21,500.0,0,cards,general,12
11559,193FBEF8-9C3E-4581-BBDF-A5D3EF653AE1,2018-07-23,500.0,1,cards,general,16
3594,5A324717-1569-42C8-B0D5-7DB665713A2B,2018-07-23,200.0,1,cards,general,16
9108,F09B08AE-0C5E-4A09-AE62-816AD29F18BD,2018-07-23,50.0,0,sms,general,9
3402,730E7170-589D-4E8C-B39B-3C475F629545,2018-07-23,500.0,1,cards,general,12
3596,E210E2F7-F435-45A3-85E1-1736CF4F8CC7,2018-07-24,100.0,1,cards,general,18
4616,4287EDC7-03CC-4F23-8E53-9ED24F3589D8,2018-07-24,100.0,1,cards,general,19
4074,4BBAC9FC-69CB-433D-A62E-8F12364610BD,2018-07-24,300.0,1,cards,general,18
10670,BEE6B445-F87B-48A3-BC02-875CE237375C,2018-07-24,1000.0,1,cards,general,10
7010,96AFEB3F-0929-4150-90D7-53883DE0BBD2,2018-07-24,150.0,1,cards,general,18
7927,262886B8-212C-470D-A65B-C13D73AD844A,2018-07-24,200.0,1,cards,general,18
726,8ECBD75F-610C-48C3-85FA-D897DBDCD3FC,2018-07-24,500.0,1,cards,general,12
3258,1A0E2BB9-FB72-4756-A492-0DB4D909CA7B,2018-07-24,500.0,1,cards,general,18
7007,4ECB767F-8830-497B-B395-851D4EACD1F8,2018-07-24,1500.0,0,cards,general,21
10335,DD16F10F-909F-49A9-8CA9-21A2B15E991F,2018-07-24,100.0,0,sms,general,1
96,8DCEB1C4-26B6-4D6A-BB79-E8D59FBF81FA,2018-07-24,500.0,1,cards,general,18
9822,A017B846-2D16-4C70-9F8F-2577BA977DF8,2018-07-24,100.0,1,cards,general,18
12225,451B970D-0174-4F9D-91C4-BE95F1E28D69,2018-07-24,1000.0,1,cards,general,18
668,9349EF94-4F08-46E1-8A7D-4906F1B57182,2018-07-24,100.0,1,cards,general,18
1094,0394387C-FA34-432F-8050-D062188629B9,2018-07-24,1000.0,1,cards,general,18
11818,6197AC02-2488-4822-A87B-C1B291AF6F63,2018-07-24,100.0,1,cards,general,18
2846,B9F22291-2265-44E2-A836-D1BE544C3369,2018-07-24,1000.0,1,cards,general,18
6965,91B53D58-3B47-4D03-9873-1C78507C9BFF,2018-07-25,500.0,1,cards,general,0
12742,6FDEE73B-0270-4AFA-BA21-579E5B970D6A,2018-07-26,100.0,1,cards,general,18
5988,E85E70D9-6809-4E1C-AE25-0EC489934DDC,2018-07-26,100.0,1,cards,general,12
303,674584A9-FF35-463B-A607-DBB2A7B7891F,2018-07-27,3000.0,1,cards,general,12
8420,F09B08AE-0C5E-4A09-AE62-816AD29F18BD,2018-07-27,50.0,0,sms,general,11
252,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-07-27,200.0,1,cards,general,16
4422,0887D875-22BA-4D77-896F-451159B6CE0A,2018-07-28,1000.0,1,cards,general,5
282,25481B9A-6069-491F-82A1-BA4F91608A4E,2018-07-29,5000.0,1,cards,general,23
2653,235EABC7-EADD-4CE5-B014-FE442BF6D4A0,2018-07-29,500.0,1,cards,general,11
7142,83880E66-F117-4811-8489-8557FD2E9678,2018-07-30,500.0,1,cards,general,9
162,AA7915CD-EF40-4722-8DD7-16477E885533,2018-07-31,100.0,0,cards,general,22
12267,1FB01C18-2033-428D-B534-EB01626C08B3,2018-08-01,1000.0,1,cards,general,18
3539,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2018-08-01,300.0,1,cards,general,21
12481,B9E49FE9-6994-473C-8A23-C21262563BB2,2018-08-01,1000.0,1,cards,general,17
4540,BA0ED62F-CFAB-4CC4-9D2B-5110BB3449F2,2018-08-02,1000.0,1,cards,general,15
8214,6AE0BB79-6BC7-41B4-92BF-C6FD70E07C85,2018-08-02,500.0,1,cards,general,21
8298,9FD6BF34-FCAB-48A7-9705-407EA7FC18D3,2018-08-02,500.0,1,cards,general,15
8874,144B2E46-2A6A-48DE-92FB-729C3897A2B4,2018-08-02,300.0,1,cards,general,13
11087,D74623AE-3DC5-4352-9B2C-F163F2655E15,2018-08-02,200.0,1,cards,general,17
11045,0B6DA68C-558B-4153-806E-B1D775585B88,2018-08-03,200.0,1,cards,general,11
590,C44DD231-2A72-473C-A6F8-07DEFBCF92C3,2018-08-05,50.0,1,cards,general,10
2563,F1B57AB5-822E-43AD-BDF6-CA81C179CF76,2018-08-05,500.0,1,cards,general,17
1856,5EA9CC68-4F76-4E66-BBF2-D70D5D26DF1C,2018-08-07,2000.0,1,cards,general,17
12073,7FB6CA63-0E90-4B46-8FFB-75FEC600D2DC,2018-08-08,500.0,1,cards,general,19
506,701139D2-59E6-4B84-B1FD-191459A363D8,2018-08-08,600.0,1,cards,general,11
9829,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2018-08-08,100.0,1,cards,general,19
